,index,Sentence,Polarity_Classification
9075,9075,개떡같이 천박한 제목 때문에 1점. '더 플레이스 비욘드 더 파인즈' 따위는 1초의 고민도 없이 옮겨오더만. 고유명사도 모르나?,Negativa
9076,9076,영화 <연애의 기술>에 연애의 기술은 읎다!,Negativa
9077,9077,진이한 이수경 유인영 전태수 왔어,Positiva
9078,9078,17년만에 다시 봤는데 예전에 느꼈던 흥겨움은 남아 있지만 군더더기가 너무나 많네. 요리대결에 초점을 맞췄더라면 훨씬 나앗을 영화.,Negativa
9079,9079,가지가지여러가지~하다하다 독살까지ㅋㅋ잡힐거 추리는 왜한거임!?,Negativa
9080,9080,"국내 정서상 한계일수밖에 없는 수위에 갖힌 졸작, 개연성은 전혀 없으며 선생은 원나잇도 불사하는 개막장",Negativa
9081,9081,아쉽자 먼 가 가가가오능,Negativa
9082,9082,코미디라지만 안맞나보다 정말 보기힘든;,Negativa
9083,9083,이제 제발 이런 뻔한 액션물은 그만 나왔으면 좋겠다.,Negativa
9084,9084,"역사는 돌고 돈다. 아버지를 잃은 자식의 마음은 결국.... 사도세자, 정조, 역린, 영원한 제국.... 한국의 역사.. 노론, 소론, 여당, 야당. 지금 우리시대의 모습과 너무나 비슷한 그때의 이야기들. 역린을 보기전 볼만한 영화로 추천합니다.",Positiva
9085,9085,남친은자고저혼자봤음계속기타치고끝나버렸어10점준사람들돈받고그러는거아님ㅡㅡ,Negativa
9086,9086,생각날 때마다 찾아보게 되는 영화. 배우들이 매력적이에요,Positiva
9087,9087,완전재밋어요!ㅋㅜ공감이너무간다는,Positiva
9088,9088,시즌1은 대단한 작품. 다음편을 계속해서 보게된다.,Positiva
9089,9089,재미업덩,Negativa
9090,9090,정말...재미없다...이걸 명작이라 떠드는사람은 도대체 왜 그런지 알수 없다.이것보다 사랑과전쟁이 더 재미있다...,Negativa
9091,9091,주제가는 10점인데 영화자체는 제작년도를 감안하더라도 너무 유치함.,Negativa
9092,9092,OO같은 나래이션 특히 갈비 드립이 과관이었다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 알바 OOO,Negativa
9093,9093,재미도 없고 감동도 없고,Negativa
9094,9094,양다리 걸친 년이 오히려 성질내는ㅋ,Negativa
9095,9095,썬연료가 좋더라~ 국민연료 썬연료~,Negativa
9096,9096,만화도 안보고 평점 적게 준다는 개소린 왜하는거여 만화를 다 봣으니 영화가 졸작이라는게 한눈에 들어오는구만 ㅋㅋㅋ 진심 만화는 만화일뿐 하긴 영화로 표현하기엔 좀 어려운 만화지 영화가 넘 졸작,Negativa
9097,9097,재미짱,Positiva
9098,9098,임은경이 망한 이유를 알겠네,Negativa
9099,9099,개인적으로 알모도바르의 최고의 영화라 생각됨.,Positiva
9100,9100,최고,Positiva
9101,9101,재밌었다,Positiva
9102,9102,재밌음~~~~ㅎㅎㅎ,Positiva
9103,9103,너무 늘어저서 7번끊어서 간신히봤네 마지막10분빼곤 몰입이않된다 주인공들이 미스캐스팅같다 어울리지도 여운도남지않아,Negativa
9104,9104,긴장감을 설계한건 제대로 된거같다. 초반부터 아주 그냥..,Positiva
9105,9105,감동적인 연출 연기 실화 ..브라보,Positiva
9106,9106,"여기서도 응오 탄 반이 나오는구나. 미모, 몸매 다 갖추고 액션연기까지 되는 베트남 인기 여배우! 영화는 안타깝게도 수준 이하. 7-8년전에 나온 영웅의 피라는 베트남 액숀영화의 신박함은 더이상 없는것인가? 응오 탄 반은 그 작품에도 나옴~",Negativa
9107,9107,난 오늘 깨달았다 작가는 아무나 할수 있다는걸ㅋㅋ내가 글을써도 이보다 났겠다..도대체..티비를 박살내고 싶을지경이다..,Negativa
9108,9108,웃다가 울다가 가슴에 콱 감동이...,Positiva
9109,9109,더그 라이먼이 없었으면 지금의 맷 데이먼이 없었을 수도 있다,Positiva
9110,9110,빡치는 아줌마랑 스피노의 억지승으로 이건 최악임,Negativa
9111,9111,평점이 너무 낮아 두개 더 줌. 그 긴 표정과 여운이란...,Positiva
9112,9112,흠...보는내내 딸 언제 잡혀가나 했는데 역시나 벗어나지 못하더군 딸때문에 아빠가 고생이 많다...,Negativa
9113,9113,정알 아무생각없이 보기는 괜춘한듯,Negativa
9114,9114,걍 최 고 ㅋㅋㅋㅋㅋㅋ 내스타일에너무잘맞는영화인데다 그냥너무사랑스러움ㅋㅋㅋㅋ,Positiva
9115,9115,삶에 대한 감독의 따듯한 시선에 안도감을 얻는다.,Positiva
9116,9116,초반만봐서 그런가 지브리작품을 거의본 나로선 별로...,Negativa
9117,9117,이게 영화냐? 주제곡만 좋다. 내생애 최악의 영화,Negativa
9118,9118,평점에 낚이지 말고 그냥 좋은 옛날영화려니 하고 그냥 지나가라.,Negativa
9119,9119,1점도 아깝다 이건뭐 내용도 없고,Negativa
9120,9120,이게 영화냐??? 초특급 감독...배우...이렇게 망치기도 힘든영화다~~~ㅠㅠ,Negativa
9121,9121,스토리에 굉장히 신경썼다는 제작자의 말이 웃겼음.,Positiva
9122,9122,상위흥행영화보다 잼난 드라마 . 넘 잼있따~~~~ㅠ,Positiva
9123,9123,"TV판보다 진심 성우도 개안좋고요, 캐릭터면도 안좋네요 ㅡ ㅡ...",Negativa
9124,9124,윤은혜씨 역할에 매료됐어요 너무 사랑스럽구 스토리도 너무좋아요 앞으로도 기대할게요,Positiva
9125,9125,배우들은 좋았지만 역시나 ... 음악부터 스토리까지 정말 재미없네요 시간을 버렸습니다.,Negativa
9126,9126,진짜 이거는 우와 답이 없다고 밖에 말을 우와 진심으로 이야 그냥 답이없네요,Negativa
9127,9127,그렇게 대단히 훌륭한 영화라면 왜 100여명 밖에 리플을 안 달았지?정말로 의문이군,Negativa
9128,9128,쓰레기보다 못한 새끼 니 딸한테도 그 짓거리 해봐라,Negativa
9129,9129,저우쉰의 깊이 있는 완숙미에 1점.. 이야기는 산으로 감,Negativa
9130,9130,꼭 OO들이 현대의 관점으로 옛날 영화를 평가한다,Positiva
9131,9131,이 영화를 편향적이라고 말하는 사람들이 오히려 편향적인 사람들이다.,Positiva
9132,9132,캬~머스탱의 멋을 이제야 알다니..ㅠ ㅠ 끝까지 나왔으면 좋으련만! 외에도 세스토엘레멘토도 이쁘구 진짜 슈퍼카의 향연! 강추!,Positiva
9133,9133,정말 별 게 없다.,Negativa
9134,9134,발연기하는 애들보다 진구가 훨배 낫다 연기도 잘하고,Positiva
9135,9135,"관계란 현재를 긍정하고 서로 소통하기 위한것이지, 돈/와인/다금바리(응?)/스위트룸 같은걸 통해 자신의 가치를 확인받기 위한것이 아닙니다. 성숙함이 빠진 관계를 외모와 물질로 포장한 영화..1점도 내주기 아깝네요.",Negativa
9136,9136,너무 산만하다. 원작을 과감히 각색해서 이야기를 더 간결하게 했다면...,Negativa
9137,9137,의리로 주식을 잃은 그분아니신가?,Negativa
9138,9138,할아버지의 발음과 말투 너무 거슬리네요 솔직히,Negativa
9139,9139,1점도 아깝ㄷ,Negativa
9140,9140,이.. 죈장;;,Negativa
9141,9141,"아나, 0점을 못주는게 한이다, 더빙뭐냐 최악이다",Negativa
9142,9142,애들 보는 영화도 아닌데 너무 유치해.. ;;,Negativa
9143,9143,드루와 드루와,Negativa
9144,9144,"쓰레기 영화다. 간접광고도 너무 노골적이어서 몰입을 해치고, 뭣보다 이 영화가 뭘 전하려고 하는지조차 모르겠다. 저속한 싸구려 영화.",Negativa
9145,9145,"매튜 다이아몬드, 파블로 헤라스 카사도 출연아니타 라흐벨리쉬빌리(카르멘), 아니타 하팅(미카엘라)",Negativa
9146,9146,나름대로 돈도 좀 쓴영화 같은데.. 보다가 티비 부쉴 뻔했다..,Negativa
9147,9147,"초반의 흥미로운 전개는 거기서 끝이다 액션도 밋밋하고 참,,,,",Negativa
9148,9148,솔직히 기대이하 두 배우에게 기대해 봤건만,Negativa
9149,9149,괜찮은 액션영화,Positiva
9150,9150,나름 볼만...,Positiva
9151,9151,실화라서 놀랍지만 영화는 좀 지루하고 쉽게 흘러감.,Negativa
9152,9152,안보신분 꼭보시길...,Positiva
9153,9153,진짜 재밋어요 반전이라서 꿀잼,Positiva
9154,9154,공감도 안되고...지루하고...,Negativa
9155,9155,아름답고 소소하고 슬픈 이야기 공포타이틀을 달았지만 공포는 없어요. 작품성은 정말 좋아요,Positiva
9156,9156,간만에 본 쓰레기 영화 ㅋㅋㅋ 필름이 아까움 ㅋㅋㅋ,Negativa
9157,9157,이편이 실사판 3부작중 젤정돈된 느낌,Positiva
9158,9158,해피 엔딩으로 해주지ㅜㅜㅜㅜㅜㅜㅜ 무언가를 생각해보게 하는 잔잔한 영화,Positiva
9159,9159,한국형 반전영화류 甲이라 할만하다,Positiva
9160,9160,"나름 기대했었는데, 이건 뭐 완전 엉망이네..액션 어설프고..이야기구조도 어이없고..",Negativa
9161,9161,평점 0을 주고 싶은 0화,Negativa
9162,9162,글쎄 좀 쌩뚱맞다고 해야하나.... 이입도 안되고.. 인내심을 요한다..,Negativa
9163,9163,이걸 영화라고 싸질러 놨냐?,Negativa
9164,9164,어머니에게 감사드려요ㅜㅜ,Positiva
9165,9165,이거 몇 년 전부터 기다렸다. 진짜. 디즈니나 픽사 애니랑 견줘도 안 꿀림!!,Positiva
9166,9166,20년쯤 전에 개봉했어야 하다.,Negativa
9167,9167,내평점 신소현이 너무 연기를 못하는것 같아 실망했다 연기 배역을 뽑아줬으면 잘해야지 지금까지 작품들중에서 가장 흥미가 안가는 작품이다 다른 배우였다면 조금 나았을지도,Negativa
9168,9168,정말 식상하다못해 촌스럽기까지 ~~~~~~~~~~,Negativa
9169,9169,슈어 에이트네..ㅡ.ㅡ 카메라 너무 흔들어되서 어지럽다..,Negativa
9170,9170,말그대로 최고의 드라마.,Positiva
9171,9171,"54회 너무 저급한 삼류 아닌가요?술에 약을 넣어 하룻밤을 지내 다른 남자아이를 또 그 애로 만든다는 .이OO전 내용, 헐 입니다.최악입니다. 막장이 훨 좋겠네요.",Negativa
9172,9172,어린 시절의 내 모습은 어땠는지 생각나게 하네요^^,Positiva
9173,9173,"가장 아름다운 시절, 가장 아름다운 사람, 가장 아름다운 우리의 기억들.",Positiva
9174,9174,기괴한 느낌을 주는 영화더군요.. 특히 잭더리퍼 얘기를 왕족과 연관지은 색다른 관점,Positiva
9175,9175,볼만했는데 평론가ㅋㅋㅋ,Positiva
9176,9176,역시하정우 보는내내 긴장하면서봤다,Positiva
9177,9177,잊을 수 없다.. 영화가 끝난 뒤 여기저기서 터져나오는 욕설들..,Negativa
9178,9178,유치해요.... 연출도 별로,Negativa
9179,9179,ㅋㅋㅋㅋㅋㅋ엄청 웃기당 ㅋㅋㅋㅋㅋㅋ,Positiva
9180,9180,일제의 프로파간다 영화. 김신재 등 한국배우들과 함께 젊은 시절의 하라 세츠코 출연,Negativa
9181,9181,쓰레기네요 더 할말 없슴다,Negativa
9182,9182,캐릭터의 정체성이 좋았던것 같다 케빈 코스트너의 대사처럼 그는 착한 사람도 아니고 나쁜 사람도 아니었다,Positiva
9183,9183,자라. 푹 자라. 차라리 자라,Positiva
9184,9184,OOO,Negativa
9185,9185,아무리 개봉년도를 감안하더래도 손발오그라드는 연기에 몸둘바를 모르겟다,Negativa
9186,9186,굿,Positiva
9187,9187,이거 절대로 보지마세요 아무리 애니를 본사람들이 평점을 갂으셨다고 하셨자나요 이건 그냥 액션 영화중에서 진심으로 망한거라고 보시면 되요,Negativa
9188,9188,박스치워! (짝) ????,Negativa
9189,9189,평점만 믿고 봤는데 결말보고 아렇게 짜증난 영화는 오랜만임,Negativa
9190,9190,소박한 마음과 무한한 사랑을 맛 볼수 있는 영화^^;,Positiva
9191,9191,너무 질질 끌고 가네 그 내용가지고 몇주를 끌고가는건지..참재미 없어 질려고 하네,Negativa
9192,9192,"히어로물 좋아하는데 내인생 최고의 히어로 영화를 꼽으라면 무조건 왓치맨이다. 처음봤을때 너무나도 감동적이었고, 그 후에도 매년 한번씩은 보는듯",Positiva
9193,9193,쥬로링 동물탕점 다운 극장판 아쉬운건 TV방영시점에 개봉되지못했다는거...,Positiva
9194,9194,"나도 생각외로 매우 재미있어서, 좋은 점수 드림! ^_^ 캐릭터들 다 조아 ㅎㅎ",Positiva
9195,9195,스토리 몸매 모두 아쉽다...쩝,Negativa
9196,9196,문자 그대로 빵 터진 영화,Positiva
9197,9197,유오성님 대단하세요,Negativa
9198,9198,정말재밌었어요 간만에 볼만한영화였던거같습니다 왜극장에가서 안봣는지.. ㅠ,Positiva
9199,9199,차린건 많은데 먹을게 없다 개연성없는 전개에 실망,Negativa
9200,9200,완전 별로진짜 왜만들었져??,Negativa
9201,9201,영상미가 좋아 추가 1점 획득!,Negativa
9202,9202,150분이라는 긴 러닝타임이 이해되지 않을 정도로 빈약하고 뻔한 이야기 청문회씬은 오글거리지만 의미와 전율이 있다,Negativa
9203,9203,"애로에 가까운 멜로.,배우 하재영을 볼 수 있다.",Negativa
9204,9204,잼있굿구숙수굿굿굿구숙수소곳곳호옷옷오,Positiva
9205,9205,오래된 영화지만 어렸을 때 꽤나 재미있게 봤었다..,Positiva
9206,9206,1시간 30분정도의 시간을 버린기분 로버트 패틴슨의 연기력만은 훌륭하다.,Negativa
9207,9207,허세댓글 짜증나네,Negativa
9208,9208,아주 재미있는영화에요,Positiva
9209,9209,3.1 (10자 제한),Negativa
9210,9210,영 아니올시다..,Negativa
9211,9211,딸이나 몸종이나 그 나물이라 설득력이 산으로 달리다.,Negativa
9212,9212,재미도없고 그냥 저질 싸구려 이걸 돈주고 봤다는게 ..,Negativa
9213,9213,서로가 서로에게 결핍된 장면의 조각들,Positiva
9214,9214,별로 재미없음. 의학드라마에 다가 막장요소 다 섞음,Negativa
9215,9215,마약반 신참 형사의 더럽게 힘든 하루.. 모순된 상황들에서 계속되는 딜레마.. 현실에서 정말 자행되고 있을지도 모르는 지독하고 더러운 모습들이 대배우들의 특급 연기대결을 통해 생생히 느껴졌다..,Positiva
9216,9216,줌인이 폼나냐? 이딴것들땜에 줌인기술욕먹어 난생처음울렁거린,Negativa
9217,9217,최고의영화 별기대없이 봤지만...,Positiva
9218,9218,신하균 백윤식 짱짱맨 잘봄요,Positiva
9219,9219,"70년대에도 못미칠 미적기준, 이불가능의 심리, 마지막의 눈물의 칼국수.코믹입니다.",Negativa
9220,9220,한국영화임 재밌다가 망할 어이없는짓하는,Negativa
9221,9221,드래곤볼보다는 낫네요..;;;,Positiva
9222,9222,지루하다..그나마 제시카 알바 나와 3점준다..,Negativa
9223,9223,이거 유치하네..,Negativa
9224,9224,내인생 최고의드라마라고 감히 자부합니다,Positiva
9225,9225,시원함도 아주 미미한 엉성한 스토리의 영화,Negativa
9226,9226,10노잼을 뛰어넘은 20노잼 30노잼 9999노잼ㅅㅂ,Negativa
9227,9227,원맨쇼의 정도가 점점 심해진다,Negativa
9228,9228,난 어디로 가는걸까..,Positiva
9229,9229,전혀 익스트림하지 않은 보잘것 없는 액션과 조잡한 스토리. 천옌시만 매력있다,Negativa
9230,9230,잃어버렸던 유년의 시절을 다시금 떠올리게 만드는 마력,Positiva
9231,9231,그 당시 참 재밌게 봤던 기억이 있는 영화. 다시 봐야겠다.,Positiva
9232,9232,이렇게 완벽한 영화가 있을수 있을가?단하나 군더더기 없는 담백한 문체의 글을 보듯 천천히 적셔든다...,Positiva
9233,9233,왜 소지섭의 아저씨를 만들려 했나,Negativa
9234,9234,야웅~ 잼있겠다옹~~,Positiva
9235,9235,1빠다.(웃음)김정은이 나오면 기본은 한다고 생각한다면 봐도 무방.그외에는 별로.,Negativa
9236,9236,그냥 짜증나는 스타일의 영화. 영화 재미없게 만드는것두 재주인듯. 조류인간? 판타지좀 앵간히 작작좀하지. 마지막 새가 어떻게 나오려나 궁금했는데 결국은 대형부엉이(?) ㅋㅋㅋ 2시간을 참고봐야했을 정도로 핵노잼임.,Negativa
9237,9237,지금봐도 재밌다는게 함정 ㅋㅋ,Positiva
9238,9238,와닿지 않아- 전혀~~~(왠지 교장캐릭터는 감독 본인일거 같애),Negativa
9239,9239,아..ㅋ아..ㅋ아..ㅋ아..ㅋㅋ별빵개도할수잇게만들어줘요ㅋ,Negativa
9240,9240,도요타 다이쥬를 찬양하는 영화,Negativa
9241,9241,내 생각이 곧 영화가 된다... 누구나 예상가는한 뻔한영화... 굳이 18세로 안해도 됐을것 같은데....,Negativa
9242,9242,몰카에 뭔가 더있을줄알았는데ㅋㅋㅋ,Negativa
9243,9243,하나도안무서워 이런영화다시는보기싫다,Negativa
9244,9244,친구랑보고 외톨이가 되는 영화 ㅠㅠ!,Negativa
9245,9245,킴 노박 진짜 예쁜데;;; 왜 그레이스 켈리만 계속 섭외쇄도 했었나...,Positiva
9246,9246,마지막 장면에서 눈물이..,Positiva
9247,9247,"개유치, 막장, 반전은개뿔",Negativa
9248,9248,ㅇㅇ,Negativa
9249,9249,뚝 떨어진 재미와 퀄리티,Negativa
9250,9250,내생에 최악의 경험.,Negativa
9251,9251,ost도 좋고 영화도 좋고,Positiva
9252,9252,코오롱 ㅆㅅ들아 알바좀 그만써라 ㅋㅋㅋ 10점 주는넘들 다 필력이 똑같아 ㅋㅋㅋ 좀 티 안나게 하던가.... 에효... 알바아니었음 평점 딱 2.0나왔을 영화,Negativa
9253,9253,연기 쩔어................................,Negativa
9254,9254,정말 현실적인 가족사 너무 감동적임,Positiva
9255,9255,하지말라는 왜자꾸해 ;..억지잼,Negativa
9256,9256,우리나라 원작이 훨씬 낫구나~,Negativa
9257,9257,다시보고또봐도 명작 ㅠㅠㅠ 강마에정말 다시봐도 소름돋는다,Positiva
9258,9258,내 생애 이렇게 불쌍한 주인공은 처음 봤다. 리플리가 OOO만에 지구에 돌아온것만으로도 10점 줘야함. 꼬부랑 할머니 되서 액션연기하는데 눈물 날뻔함 ㅠㅠ,Positiva
9259,9259,트롤이라니 이런 어처구니 없는... 노르웨이 자연 경관은 좋구나,Negativa
9260,9260,진짜 못생겼는데 뭐가 이쁘다고 박지선이 더 미인이다,Negativa
9261,9261,너무 만화같고 유치함,Negativa
9262,9262,벨로,Negativa
9263,9263,거창한제목 별볼일없는 영화.,Negativa
9264,9264,어쩌다 보았는데 쓰레기 드라마네요. 창피하다한국일일드라마,Negativa
9265,9265,"내용이 참신해서 봤는데, 지루하다 지루해",Negativa
9266,9266,아무리봐도 김남진은 연기못해..,Negativa
9267,9267,아 지겨워!!!!!!!!!!!!!!!!!!!!!,Negativa
9268,9268,제작진들 강변발언관리안하십니까 ㅡㅡ 실망이큽니다,Negativa
9269,9269,마지막 와즈다가 저전거를 타고 질주할때 내 심장도 두근두근 ㅎㅎ 자극적인 영화가 아니였지만 몰입하고 보게 되는 영화,Positiva
9270,9270,데이지 꽃말과 너무 잘어울리는 영화영화가 끝나고 나서도 남은 여운이 깊다,Positiva
9271,9271,5까지 다본결과 난 3가 가장 좋았던것 같다.,Positiva
9272,9272,하. .. 유해진씨 좋아하는데 ... 영회가 배우를 망쳐놓네요 그래도 그의 연기력이 그나마 커버해주는 영화말도 안되는 우연의 연속이 이어지는 촌극,Negativa
9273,9273,나의 버킷 리스트는 그들과 같은 친구를 얻는 것이다,Positiva
9274,9274,휴...김원희 노력한건 알겠지만 점수는 도저히 더 줄 수가 없다.,Negativa
9275,9275,겁나유치 CG는 그렇다 쳐도 너무 유치하다,Negativa
9276,9276,원작이 훌륭하다고해서 기대했는데 소설도 엔딩이 이모냥인지...남주가 몇번이나 육탄전으로 이길수 있는 상황이었는데 너무 띠벙하고 극심한 화상을 입었는데고 병원을 안가는 것도 이해가 안간다. 더글라스를 사막에서 살짝 구워줬으면 별하나 더줬을듯,Negativa
9277,9277,팬심으로도 봐주기가 힘든것인가,Negativa
9278,9278,단편영화로 만들었어야 할껄 스타와 자본 끌어들여 상업영화로 관객들의 돈을 사기친 쓰레기 감독의 영화,Negativa
9279,9279,언제나 몇번을 보든 참 좋은 영화,Positiva
9280,9280,"정말 금발이 너무하다 미국놈들아 어떻게 2탄까지 나왔는지 보면 미국사회내의 금발 10대들의 힘이 크다는것만 알겠다. 리즈 위더스푼 보려고 이 영화를 1편 2편 다 봤다,,... 하버드 로스쿨, 국회 법 통과 이게 말이 되냐?? ㅋㅋㅋㅋ",Negativa
9281,9281,기대하며 봤지만 결말부분에서 설마설마 하다가 - 실망 - -,Negativa
9282,9282,중간 채기라는 사람의 영상보고 나머지 영화를안보려다 겨우참았다 함부로 흑백쓰지마,Negativa
9283,9283,후속작업는거빼곤 완벽,Positiva
9284,9284,쓰레기.. 보다보다 이런 지겨운 영화는.... 아흐,Negativa
9285,9285,열심히해여,Negativa
9286,9286,이병헌은 이런 b급영화에 출연하고싶었을까?,Negativa
9287,9287,평점에 빵터진...ㅎ;;,Negativa
9288,9288,감독이 내 옆에 있었으면 나한테 맞았다,Negativa
9289,9289,몰입하면서 잘 보앗네여 두번보니 좀더 이해가되여,Positiva
9290,9290,설정상 벌이 새보다 커야 되는거 아닌가. 영화 설정을 감독 본인이 말아먹네,Negativa
9291,9291,"홍성진은 비주얼 칭찬하지만, 솔직히 CG가 너무 티나는데? 만화같음",Negativa
9292,9292,우와~ 초딩때;박치기1봤는데 2도있었네요 재미있겠어요 ^^,Positiva
9293,9293,진짜 눈버린다..레알...중국영화 매니아라서 웬만하면 그런가보다 하겠는데 이건모...유덕화씨 치매오셨는지 영화대본을 안보고 감독이랑 가위바위보해서 진사람 출연하기로 한건지..마지막장면 갑자기 펜싱복입고 펜싱하는데 너무 뜬금없다..,Negativa
9294,9294,주성치가 나오건 안 나오건 영화자체가 무슨 얘긴지 모를 수준이니...,Negativa
9295,9295,스타트렉의 전성기를 이룩한 시리즈,Positiva
9296,9296,2007년 개봉한 영화 지진희 주연의 '수'보다는 재밌다.,Negativa
9297,9297,무엇을 말하려 하는지는 알겠으나 공감이 되지 않는 영화,Negativa
9298,9298,빠순이들의 평점조작. 드라마를 비현실적인세계로 완벽히 각인시킨 작품.,Negativa
9299,9299,", 와 함께 세트로 100원에 보실분?",Negativa
9300,9300,사람목긋는장면만안나왔으면 멋진영화,Negativa
9301,9301,방법이 유쾌하진 않지만 시도해보는 게 어디냐!,Positiva
9302,9302,재밌어요. 대단한 창작욕와 창의성이 본받을 만 합니다. 70먹은 나이에도 여전히 왕성히 활동하고 노트를 여러장 틈틈이 써서 영화 소재로 사용하고요. 17살부터 스탠드업코미디언으로 부모보다 많은 돈을 번 우디 알렌!,Positiva
9303,9303,이렇게까지재미없을수가...,Negativa
9304,9304,별기대도없이봤는데도 날 만족시키지못한영화ㅠㅠ하이틴원래유치하지만이건너무ㅠㅠ,Negativa
9305,9305,상영관이 왜 이렇게 없죠ㅠㅠㅠㅠ,Positiva
9306,9306,마샬아츠 액션의 절대 쾌감!! 라스트 8분의 격투신은 두고 두고 회자 될만하다.,Positiva
9307,9307,오랜만에 느껴보는 따뜻한 애니메이션이네요,Positiva
9308,9308,하나경은 그냥 걸레네 이딴영화나 찍고,Negativa
9309,9309,"maybe ten years later of """"""""Revolutionary Road""""""""""""",Positiva
9310,9310,너는 이겼다. 친구여 너는 자유롭고 사랑을 받는 네 미래의 주인으로 여기에 있다. by 빠삐용 본명 앙리 샤리에르,Positiva
9311,9311,생계형 배우들도 아닌데 이런 영화에서 보다니...,Negativa
9312,9312,네. 영웅은 없어요. 알았다구요.,Negativa
9313,9313,예전에 극장에서 봤었어요^_^ 티비에서 어제하길래 다시봤는데도 너무재밌네요 역시!!,Positiva
9314,9314,순수한 사람들이 보기엔 거부감이 들 것같은...니콜라스 케이지의 연기가 완전 짱! 이때까지맡은 역중에서 최고로 잘 어울리고 잘 소화해낸듯,Positiva
9315,9315,"예수쟁이 찬양,노노",Negativa
9316,9316,난 그냥 헌터헌터가 좋음.ㅋ극장판도 나름 재미졌고 ㅋㅋㅋㅋ,Positiva
9317,9317,좋은작품 잘 보았습니다.작품의 주체이신 감독님과관객님들께 감사와 경의를 표합니다,Positiva
9318,9318,일단 한숨 자고 일어나서 뵙겠습니다. 갑사합니다.,Negativa
9319,9319,"이 영화 보다가 중간에 박살내 버렸다. 그리고 이렇게 생각했다 """"""""좆문가넘들은 이 난해한 영화를 잘난체 하느라고 평점 아주 높게 주겠지"""""""" 아니라 다를까 거의 만점에 가까운 점수를 주었더군..""""",Negativa
9320,9320,완전재밌어요!!!!!!!!! 배우들도다예쁘고! 여자주인공의 용기가 부러워요!!,Positiva
9321,9321,16번을 봤습니다 대한민국 최고의 로맨틱영화 입니다 안성기이사장님의 연기는 진심이 담겨있는 연기 입니다 진정한 연기자 안성기이사장님...,Positiva
9322,9322,포스터가 똑같애서 온 1人,Negativa
9323,9323,스토리는 뻔하다 치고 기대 이상에 비주얼은 보는 내내 흥미있다.,Positiva
9324,9324,공포 스릴러를 최대한으로 뽑았지만 그 땐 모두들 sf 액션을 바랬슴.,Positiva
9325,9325,아무것도 없으면서 무언가 있는척 하는 개사기영화,Negativa
9326,9326,웃겨되지는줄알았다씨발라마~난섹스맨보러간다,Negativa
9327,9327,그래픽이 멋져서 좋긴했지만;; 너무재미없음...뭔내용인지 이해도잘안되고,Negativa
9328,9328,이젠 막나가는 직쏘. 한놈을 족치려고 죄 없는 사람도 막 조진다.,Negativa
9329,9329,보다가 말다 보다말다 25년동안 중간중간 보다가 드디어 다봤는데 재미없다.,Negativa
9330,9330,굿,Positiva
9331,9331,이적의 원작. 좋다,Positiva
9332,9332,돈은 많이 벌면서 세금도 안 내는 것들이 할말은 많은가 보다,Negativa
9333,9333,처음에 유치하다가.. 참고 보니 재미있다고 생각했는데.. 갑자기 여주인공 행동 이해 안가네요.. 전남편 싫다고 하더니 갑자기 마음 바뀌니 막 들이대는게 너무 유치해서 마지막까지 못보겠네요..글구 송지효씨 머리하며..넘 안이쁘게 나와서ㅠㅠ,Negativa
9334,9334,회색빛 느낌 그들이 아름답다 진정한 배려를 알게 해주는 영화,Positiva
9335,9335,만화같은 영화..어른들은 자제를..,Negativa
9336,9336,재미 없음,Negativa
9337,9337,결말없고 스토리 내용 전개 빈약,Negativa
9338,9338,재미있다. 재미있다. 재미잇다.,Negativa
9339,9339,배두나만 무서웠다,Negativa
9340,9340,드라마선 인물이 살아있었지만 영화에선 패션 보여주기에 급급하고 현실과 동떨어짐,Negativa
9341,9341,어디하나 맘에 드는 구석이 없다.,Negativa
9342,9342,참.. 재미없다..,Negativa
9343,9343,연기 잘한다... '나도 죽일거야?' ...슬퍼요,Positiva
9344,9344,정말 아름다워요 감동적입니다 주인공 두분 항상 행복하길바라요,Positiva
9345,9345,일부러 알려주는 건가 싶을 정도로 앞의 내용이 뻔히 다 보이는 전개 내용은 식상 두 여자배우 예쁜 맛에 보는 영화인듯 남자주인공은 얼굴이 작음,Negativa
9346,9346,강호동 때문에 짜증난다 막을 의지도없고 자기잘못은 남탓하고 소리만 꽥꽥 지르고 정말 최악의 MC!!,Negativa
9347,9347,구려보였는데 너무너무 좋은영화다.,Positiva
9348,9348,완벽,Positiva
9349,9349,이영훈 연기 잘하네.. 촬영하느라 고생했겠음.,Positiva
9350,9350,한마디로 쓰레기,Negativa
9351,9351,깜짝놀랄정도의 허무한결말 삼부작드라마라고했으면 좋았을것보는과정은 아주지루하진않음,Negativa
9352,9352,멜로/애정/로맨스인지 코미디인지 판타지인지.....,Negativa
9353,9353,리얼 쓰래기 영화!! 상하체계의 불합리한 구조적 폭력의 정당성을 암암리에 보는이에게 강요하는 하는 아주 못된 영화. 이전영화에서도 봐왓엇는대 넌 폭력에 대한 피혜의식이 잇는 거냐? 극복되지 못한 상하구조에 빌붓어 기생하려는 거냐?,Negativa
9354,9354,괜찮긴했는데 편집을 심하게 했어 처음보는 사람은 스토리 이해 가지않을거다,Positiva
9355,9355,사극에서 만큼은 최수종의 포스를 따를자 누가있으리?,Positiva
9356,9356,재.미.없.다,Negativa
