,level_0,Sentence,Polarity_Classification
15346,27698,이런영화는 러쎌웨폰따위와 비교하지말아주시죠 러썰웨폰은 쓰레기,Positiva
15347,169915,시간이 남아돌면 추천 ㄷㄷ;;,Negativa
15348,143767,비슷한 이야기의 홍수로 인한 처치 곤란.,Negativa
15349,180627,원작을 생각하며 봤지만... 원작의 스릴을 하나도 살리지 못한 작품,Negativa
15350,9227,수준 높은 다큐는 아니지만 맥쿼리리가 얼마나 손쉽게 우리나라사람등의 등골을 빼먹고 있는지는 확실히 알려준다,Positiva
15351,109935,액션만 볼만함... 나머지 별로...ㅡㅡ 돈내고 보기 아가워...,Negativa
15352,155187,우려먹기의 끝. 이성재의 흑역사 중의 하나...,Negativa
15353,95274,요스케를 다시 알아보게 했던 드라마..정말 일드중 최고다..!,Positiva
15354,86200,언젠간 우리도 떠나겠지... 나는 어떤 사람으로 기억될것인가... 아름다운 다큐였다.,Positiva
15355,27730,좋다 ㅜ.ㅜ,Positiva
15356,127099,유감스러운 한국영화!,Negativa
15357,27431,진짜 눈물난다. 다들 연기 멋진데... 러셀크로우는 정말이지... 최고의 연기를 펼치는 듯...,Positiva
15358,73781,무섭지않은 공포,Positiva
15359,112064,아놔 감독님하 나 첫데이트 하는데 그냥 호텔리어 얘긴줄 알고 봤다가 민망해서-_-;,Negativa
15360,11812,구ㄷ,Positiva
15361,79018,상상을초월하는가족의상처. 불륜이지만그상처를치유해준소중한불륜이라는점이아이러니,Positiva
15362,190107,아....후.... 아오.... 평점쓰려니까 그냥 가슴이 답답.... 하다,Negativa
15363,118286,미친영화,Negativa
15364,74142,좀비영화중에서짱이다.,Positiva
15365,4578,가슴시린 명화ㅠ소설의 감동 그대로,Positiva
15366,17636,그냥 볼만한데 왜???,Positiva
15367,70191,가슴 찡한 서민들의 이야기,Positiva
15368,103181,돌아왔다 형래..,Negativa
15369,189117,진짜 널럴하게 하네. 내가 교관이였으면 때려치라하고 방송못하겠다고 하겠다.,Negativa
15370,131094,부자연스러운 스토리에 썩어빠진 CG. 영화는 뭘 보여주는가??,Negativa
15371,17379,최고에요 자꾸 여운이 남는 영화.. 단한번도 지루할틈이 없었습니다!!,Positiva
15372,169143,수발 끝나서 좋구나 윤아땜에 3점이다,Negativa
15373,148533,"이건 진짜 ㅋㅋ,,, 누가 보지",Negativa
15374,11294,데드캠프 시리즈중에서 역대급 시간도 적당하고 해피엔딩,Positiva
15375,118372,별점깎으로 옴 ㅋ,Negativa
15376,16038,좋아요.,Positiva
15377,184439,평점이 왜이래...장진영땜에 봤다...,Negativa
15378,35251,데인저러스 메소드 웃기고 재미있네요,Positiva
15379,163047,그래픽 은 발전 했는대. 그외에는.. 기본에 충실 햇으면 좋앗을텐데. ㅉㅉㅉ 배우는 완전 아저씨들 아줌마 ㅋㅋ원작 느낌도 없고.ㅋㅋㅋ 배우만 제대로 넣엇어도 . 배우떄메 돈OO 한 꼬라지.,Negativa
15380,131630,정말 X레기 영화다..,Negativa
15381,169428,아놔...그냥 쓰레기...스~폐인 강/간창에서 지원 받았나?뭐야 이거...,Negativa
15382,50313,"지금까지 나온 에반게리온중 단연컨데 최고. 연출, 스토리, 작화 삼위일체로 최고였다. 근데 큐는...아무리 급이라지만...파이널을 기대해보자",Positiva
15383,64302,숭실대생이라면 한경직기념관,Positiva
15384,16361,흠 잡을 부분이 거의 없는 영화 ㅠㅠ,Positiva
15385,177649,충격적일 만큼 재미없다.. 정말 놀랐음..,Negativa
15386,175282,조금만 생각해보면 국민을 바보로 아는 선동이라고 알수있죠,Negativa
15387,132193,"시사회로 봤는데도 본 시간이 아까움. 인사 온 신이,이태성 창피하겠다고 생각했음",Negativa
15388,73860,상당히 의미가 느껴지는 영화였는데 평점이 왜 이렇지?,Positiva
15389,144416,뭘 보여주려 했던건지 모르겠고.. 2013년 영화인데 진화가 전혀 없었던것 같아요,Negativa
15390,115708,몰나,Negativa
15391,147389,;;; 이걸왜 10점임?;; 아.. 1점도아까움..,Negativa
15392,1068,너무 짧았던 러닝타임. 86분으로 다 하지못한 악사들의 얘기가 무척 궁금해졌다.,Positiva
15393,126711,평점 주기도 아까운 영화다 ㅋㅋㅋ,Negativa
15394,89612,끝에가 감동적이지만 내용이 좀 약한편이다..,Positiva
15395,8158,그냥 한마디로 임권택의 최고걸작.,Positiva
15396,9083,영화도 연기력도 좋다 다만 정서적 거리감은 어쩔수 없다,Positiva
15397,90071,예술적인 구쏘련 사회주의 정훈비디오,Positiva
15398,142277,화가난다 이거보고 화가나고 평점쓰는데 제약이 많아서 화가난다..,Negativa
15399,161976,진짜 지루하고 재미없다..,Negativa
15400,121350,실패작 그 이상 그 이하도 아님 관객 조롱하는 영화,Negativa
15401,186972,lial*** 이거 97분짜리 장편영화야...이런영화에 알바일리는 없고 평점조절위해 ...감독은 제발 툭하면 관두지좀마시길..멜로 영화에서 여자친구랑 툭하면 헤어지는 느낌감동을 짜내기위한 엑스트라들의 무리수.,Negativa
15402,108629,이런 멍청한 그린라이트 사양합니다.,Negativa
15403,75393,베리굿,Positiva
15404,132087,마츠야마켄이치 김기리닮음,Negativa
15405,195395,시간의 소중함을 알게 되었습니다. 그깟 돈 100억의 덧없음을 알게 되었습니다. 심형래 감독의 위대함을 알았습니다.,Negativa
15406,196571,"유치, 평점 이하",Negativa
15407,50560,오 이게 애니메이션으로도 있었구나!!!!,Positiva
15408,24591,현실적이면서도 완벽한 퇴마영화였어요 물론 안소니횽의 연기도 한몫했구요 강추,Positiva
15409,15885,솔직히 시즌 1은대박이야 시즌2도 그런대로 재밋서 그런데말이야 ....시즌 3은..뭐..,Positiva
15410,111243,유부남인거 뻔히 알면서 바람핀 년은 나쁜년이다 뭐가 사회의부조리를 고발했다는건가.. 가슴수술한 전도연과 해맑은체하며 할짓 다하며 그러면서 억울하다는 년만 봤을뿐,Negativa
15411,75817,"좀 나이가 있고, 감정선을 따라가는데 익숙한 관객들이 많이 좋아할 것 같네요^^",Positiva
15412,7544,기대하고 보면 재밌고 그렇지 않으면 당신의 점수는,Positiva
15413,61739,위핏 최고입니다.,Positiva
15414,636,첫 장면부터의 반전. 오랫만에 유쾌한 영화를 보았다.,Positiva
15415,125076,이 모든 것이 가족관계에서 빚어진 일이라... 기괴한 설정.,Negativa
15416,158478,장난치는건가....,Negativa
15417,157751,진짜 이건아니지,Negativa
15418,16130,갖고싶지않았지만 갖을수밖에없던 슬픔.그것을담은영화.슬프다.,Positiva
15419,130313,박시은 나오는 드라마가 다 그렇지 뭐~,Negativa
15420,7072,전광열씨의 연기력이 뛰어났어요. 눈과 입을 비틀듯한 그 표정연기 압권이었어요 ㅋㅋㅋ,Positiva
15421,89090,당시 홍콩 영화의 미래를 보여준... 홍콩 느와르의 정점..,Positiva
15422,196498,"아,,,점점 갈수록 ㅠㅠ 역시 오우삼은,,오우삼일분,,,,마지막비둘기도,ㅠㅠ",Negativa
15423,42404,장동민 멋지다! 아이템도 사람을 끄는 장동민의 능력이라고 생각한다 지니어스는 머리만으로 하는 게임이 아니니까,Positiva
15424,175685,애들이 보기 좋을 거 같아요~^^,Negativa
15425,160647,미야자키 하야오도 보다가 나갔다던 그 이름 게드전기 .. 밑도 끝도 없는 전개에.. 둘리 얼음 별 대모험이 천배는 나음 .. 비교불가,Negativa
15426,104760,장난하나 누가봐도 뻔한데 이런 이야기로 시간 끄냐 막장이냐 똑바로해라,Negativa
15427,149201,콜럼버스는 사기꾼이었다!,Negativa
15428,8584,따뜻한 느낌이다. 비난은 하지말자. 비판이 아닌 비난은 정말 싸보인다.,Positiva
15429,131819,20년이지난지금 환상에서 실제를본다,Negativa
15430,141685,영화내용도별로였고 긴장감도없었지만 걍 봤다 정말정말정말할일없는 잉여아니면 보지마세요 근데 솔직히 이별점은 아닌거같아서 낮추기위해 1점,Negativa
15431,102787,허접쓰레기도 이 정도는 심하다,Negativa
15432,46038,이연걸의정말 어릴때모습을볼수있는영화 속편들도있는데 모두다른내용-_-,Positiva
15433,191978,진짜 구타를 유발하는 영화,Negativa
15434,137099,개OOO 영화네ㅐ ㅇㅇㅇㅇ,Negativa
15435,98771,짱,Positiva
15436,90580,짱인디,Positiva
15437,29585,너무 감동적이였어요 잘봤습니다^^,Positiva
15438,25526,실로 개인의 악덕보다 더 무서운 것은. 그 악덕을 알아보지 못하고 통제하지 못하는 집단의 무지와 몽매함에 있다. 우리가 이 영화를 통해 주목해야 할 것은 바로 그것이다.,Positiva
15439,78898,진심으로 평론가 평가에 댓글 달 수 있게 해줄 업데이트가 시급함,Positiva
15440,26485,"오랜만에 너무 좋은 영화를 보았다. 일본사, 문화에 대한 이해 때문에 호불호가 갈릴수 있으나, 어느 정도의 이해가 있다면 더욱 쉽게영화에 몰입할수 있을것이다.",Positiva
15441,68738,진짜 좋은드라마6번은 본듯,Positiva
15442,99256,수박광고영화 올여름수박어캐먹냐 ㅠㅠ,Negativa
15443,51004,로다주 특유의 그 넉살연기가 너무 좋다,Positiva
15444,96780,너무재미있어요!짱^_^,Positiva
15445,28347,상처 입은 사람들의 치유에 대한 영화랄까? 아직 이해하기엔 어렵다. 배경음악 굿굿!!,Positiva
15446,82294,전편보다 왜 과소평가 받았는지? 재평가가 필요한 수작.,Positiva
15447,60909,경쟁이 치열해지고 사회가 파탄나 나라가 무너지면이 지경까지 된다는걸 보여주고 있다.중학생때 2번정도 접해보고 현재 어른이 되서 보니다시 한번 인상 깊게 본 영화이다! 과장이 조금 들어간영화긴 하지만 꽤나 스펙터클하다,Positiva
15448,67395,오다기리죠가 배우 역할 이상으로 여러 아이디어를 넣어 함께 완성한 영화,Positiva
15449,101126,재미없다. 별루웃긴부분도없구 딱히 봐줄게없음.,Negativa
15450,7244,정말 수작이다. 기대없이 봤는데 보고 놀람....,Positiva
15451,172980,"작가가 전작""""""""미사""""""""의 미련이 남은듯 .. 미사2를 보는느낌""""",Negativa
15452,13346,꿀잼 예스젬 진짜 수작....이런영화 더 많이 나오길,Positiva
15453,83613,노라에프론을 추모하며..,Positiva
15454,61378,다시보니 설레고 좋아요,Positiva
15455,79478,지금까지 것 중에서 제일 잼있는 시리즈였던 거 같은데;; 영화관에서 빵빵 터졌네요,Positiva
15456,129273,"황금비, 피보나치수열은 초딩도 아는건데;;",Negativa
15457,136839,여주인공이 내스타일이여서 끝까지봤다,Negativa
15458,122674,왜 이런걸 만들었는지 이해할 수 없는... 몰락한 구스 반 산트,Negativa
15459,28832,몇명 연기가 어색했지만 보다보니 정들어서 참 재밌게 봤어요`~,Positiva
15460,91528,클레멘타인의 모태가 된 유산같은 작품!! 고마워요 프랑코 제페렐리,Positiva
15461,46942,좋아요~~~감동의 가스펄~,Positiva
15462,91544,너무 웃긴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Positiva
15463,137682,정말쓰레기드라마 아침부터이런패륜말도않되는 드라마 황금같운시간에 신랑애들학교보내면서 잠시소리만들었는데...세상이않그래도 험한데 드라마까지...넘한다,Negativa
15464,160668,답을 알고 있는 미스터리는 더이상 매력이 없군. 원작과 다른 점이 있는 것도 아니고.,Negativa
15465,175738,액션영화가 이렇게 지루하긴 처음,Negativa
15466,71477,긴장감 최고입니다.샷!,Positiva
15467,173806,이영화 점수 많이 주는 사람들 도대체가??!!,Negativa
15468,81595,짱인데..만화같이 차르륵~~~ 견자단 형님.. 이랑 화운사신 액션씬...!!!,Positiva
15469,58302,최고 예요. 정말 짱!!,Positiva
15470,124966,역시 원작에비해 참 답답합니다,Negativa
15471,18497,오랜만에 보는 감동적인 영화입니다 말이 필요 없네요,Positiva
15472,86795,이런 명작이 어찌 9점대를 못넘는건가??? 양아치들 쳐나오는 영화 바람 보다도 훨씬 낮다는게 말이되는가?,Positiva
15473,38481,흑형입담에 배째짐ㅋㅋ,Positiva
15474,188085,뭔가 허전한?그런느낌,Negativa
15475,134326,"정말 쓰레기다. 어느하나 정말 저급하지 않은게 없다원작을 모욕하는 수준이다. 조악하고 흐름도 이상하고, 기본적으로 원작 제외하고 만든거 자체만 봐도 아주 우습다",Negativa
15476,15088,진짜 재밌음,Positiva
15477,168224,리암니슨 평점낮은 영화에 이게 올라와서,Negativa
15478,66906,조연들이 멋진 영화,Positiva
15479,95870,최근 본 무협중에 제일 재미있게 봤음,Positiva
15480,49610,"자극적인 소재와 자유분방한 스토리로 여러가지 다양한 부부의 모습을 보여주는 사랑과 전쟁, 전쟁도 사랑하니까 할 수 있다는것을 깨닫치 못하는 부부들의 모습이 아쉽지만, 이만큼 다양한 이야기를 보여줄수있다는게 참 색다르내",Positiva
15481,142764,킬링 타임용 해적 모험,Negativa
15482,83868,윔홀을 믿을 만큼 순수했던 그때를 아주 유려하게 그려낸 영화. 차기작 기대되네요,Positiva
15483,192208,OOO~ 시간 버리지마삼~,Negativa
15484,180394,이건뭐 B급 영화도안될거 같음 개인적으로 아무것도 남는게없음.. 여자 몸매??,Negativa
15485,54544,지금에라도 영화를 보게된것은 큰 행운이였다.,Positiva
15486,140943,뒷담화:감독이 미쳤어요,Negativa
15487,9999,"나는아직도불완전한걸,,내게도혁명이필요,,",Positiva
15488,64401,매우 신선하다 새로운것을 창조했다라 생각,Positiva
15489,50845,한국 영화관련 기자 및 평론가들 착각이 뭐냐면 수준이 높은 영화 평점 낮게 주면 본인들이 뭘 잘 안다고 생각하는것 같음 ㅋㅋㅋㅋ 소스코드 와 나비효과 생각하게 만드는 영화이지만 분위기는 다름,Positiva
15490,49841,칭샤 아줌마의 데뷔 작품이라 이렇게 평가했소이다.,Positiva
15491,191288,평점 너무 후하게 나온거아님? 이게 뭥미 ㅡㅡ,Negativa
15492,78549,진자 재밌게 봤어요!!!내가 원하는 장르였어!,Positiva
15493,95942,전혀 기대 안하고 봤다가 너무 재미있게 본 영화~연기자들의 연기도 좋았어요~앞으로도 화이팅 기대합니다!!,Positiva
15494,172835,여자친구랑 극장에서 봤던기억이남는다.... 단둘이서만 극장에서 본 이유가 있었다.,Negativa
15495,71702,외모에 아름다운 심성을 가졌다는 말이 뭔지 영화를 보고 알게됐다. 보고나서 느낀 점이라면... 세상에 이런 여자가 몇이나 될까라는 궁금증,Positiva
15496,188795,영화라고 해도 쓰레기인생을 미화하지 마라..,Negativa
15497,35210,너무사랑스럽다~~굿~,Positiva
15498,126836,아 공룡들 보고싶은데 오버하는 못난이 가족들이 주인공이라 도저히 못보겠다,Negativa
15499,172743,앨리스가 그만 죽었으면 좋겠다.,Negativa
15500,81155,요즘시각으로 보면서 평가하지마라. 이래서 네티즌 평점제도를 없애된다...,Positiva
15501,145490,진짜..와 이렇게재미업어도되나싶네 어이가업음,Negativa
15502,26638,"음악도, 영상도, 주인공의 연기도 좋았습니다. 크흑. 감동감동감동!",Positiva
15503,23390,태양에 대한 경외심이 생겼어요,Positiva
15504,83445,그냥 핫세만으로도 10점인데 멀 영화가 진부하고 스토리가 나불나불대지말자 좀..,Positiva
15505,65151,"그냥 이영화 즐기는 한사람으로써 만점 드림니다 , 김기덕 감독님은 영화계의 신.",Positiva
15506,73152,아름답고 따뜻한 시선으로 가득하다,Positiva
15507,94122,유덕화 최근작 죄다 짜증 나지만 이영화 8점이상은 충분함 +이빙빙의 매력에 빠지다.,Positiva
15508,52989,아주 인상 깊게 영화를 봤어요. 힘들어하는 모습을보니 마음이아프네요.,Positiva
15509,91569,이중 인격자.........재미있게 봤다...,Positiva
15510,20122,한부모가족의 슬픔을 진실되게 알아가는 영화였다정말 재미있었다,Positiva
15511,86800,정말드라마가아니라영화란말이괜한말이아니고한번도안본사람은있어도한번만보는사람이없다란말도과언이아니었다!!어쩜이렇게매화마다스토리와연기로인해긴장감이떨어져본적이없다!!이준기의부성애와액션연기들정말감동!이준기역시믿고보는배우♡♡,Positiva
15512,39444,추천 고고씽,Positiva
15513,146428,장르가 드라마라고 말을 해줘야지ㅠ뭔가 나올것같은 장치만 여러개 설치했지만 하나도 작동안하고 영화는 니콜언니의 몸매만 보여주고 끝나버림 솔직히 난 재미없었음,Negativa
15514,10190,한국영화의 부흥기 이전에는 졸작들 많아서 대분분 한국영화 안보던시기,Positiva
15515,44427,재밋,Positiva
15516,76635,이 영화 너무 재밌게 봤어요! 5번 정도 본 것 같네요ㅎ_ㅎ,Positiva
15517,191505,1점도 아깝다.. 결국 이런 여성상을 그리고 즐긴다는 표현 이상의 의미가 없네요,Negativa
15518,135510,너무 높아서 깎아야 돼.,Negativa
15519,192965,합채오바다 썸띵 다시데리고와라,Negativa
15520,17364,그냥최고 . . 너무 많은것을 깨닫는다. .,Positiva
15521,83734,철부지 바람둥이 철드는 얘기,Positiva
15522,191564,평점 0점은 없나 1점부터시작이네 재미드럽게없다,Negativa
15523,152009,정말 최악이였다...,Negativa
15524,91462,"현실은 어둠이며, 어둠에서 시작해 어둠으로 이어지며 끝날것이다..",Positiva
15525,57246,장면 하나하나가 짠하네요,Positiva
15526,80216,어렸을때 유덕화가 얼마나 남자다웠던지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ참 새롭다,Positiva
15527,58881,"제인 에어와 로체스터, 딱 그 느낌이다.",Positiva
15528,111397,어릴때 봤던 영화중에서 베스트 10 안에 들던 영화였어요.몇일전 TV에서 틀어주길래 기대하면서 봤는대 유치해서 못보겠더라고요 ㅋㅋ초등학생들 틀어주면 좋아할듯. 제 점수는요. 4점 드리겠습니다.,Negativa
15529,122119,보다가 잘뻔했다. 킬링타임용 영화,Negativa
15530,111264,지루하드라,Negativa
15531,88561,가혹한 환경속에서의 피할 수 없는 생존방식 암울하다,Positiva
15532,54222,이런 미친 양들의 침묵에서 나왔던 그 싸이코 한니발 렉터가 오딘이라니...,Positiva
15533,129076,"5년만에 다시 보는데 배우들의 연기도 좋고, 연출도 좋지만.. 중반 이후 억지 구성이 여전히 거슬린다.. 8점!!",Negativa
15534,113854,이게... 7점이나..,Negativa
15535,193762,"최악의 듀오, 최악의 악당.",Negativa
15536,26547,존나좋아요ㅠㅠ,Positiva
15537,20906,공포영화보고 별 5개 주기는 처음이다. ㄷㄷㄷ,Positiva
15538,170441,어설프고 낡았지만 의미있는,Negativa
15539,136717,나름 아이리스 재밌게 보고 있지만 이야기가 엉성하고 이상하다는 것은 부정할 수 없다 몰입도도 떨어지고 현실성도 부족하다 물론 현실성이라는 것은 스토리 진행이 개연성이 없다는 것..,Negativa
15540,20433,올티가 마음에 드네요.,Positiva
15541,67809,"웃기던데,,ㅅ",Positiva
15542,39709,다시 보고있는데 너무재밋음,Positiva
15543,135130,시간이 아까운 영화. 스토리는 없고 그냥 죽이는데만 정신팔려있네..,Negativa
15544,59880,정말 감동적이에요. 특히 대사들이 정말 감동 ㅠㅠ,Positiva
15545,82554,이거또못보나..얘들이나랑거의동갑일텐데...,Positiva
15546,17240,많은생각을 하게 하는..,Positiva
15547,12354,숙성된 사랑,Positiva
15548,175596,별로. 마무리에 문제가,Negativa
15549,156095,안그렇게 봐줄라해도 불편한건 어쩔수가 없다,Negativa
15550,88040,평점 왜이래 낮아서 10점줌 재미있다,Positiva
15551,58583,진짜 신났습니다 어릴적기억이 나네요 확실히 잘만들어졌습니다. 상상그이상,Positiva
15552,15316,사이더하우스는 우리가 인생을 여행하며 만나는 작은 사회들이다,Positiva
15553,129061,난 돌아온 럭키짱보다 평점이 낮은 영화는 처음 봤다...김옥빈은무슨 죄인가,Negativa
15554,2891,그녀들에게서 느껴지는 쓸쓸함,Positiva
15555,69487,정말짱이에요!!진짜감동받을만큼눈물나게잘쓰셨네요~~별점십점드릴게요♡,Positiva
15556,11755,후속작임에도 그래도 웨버였다!!!!!,Positiva
15557,135778,소올직히 8점대 영화는 아니라서 1점줌 기껏해야 6.85점대 영화임,Negativa
15558,187055,왕년의 레니 할린이 어쩌다 레슬러 뒤치닥이나 하고있냐~!!!,Negativa
15559,124189,저 좋은 배우들로 이따위 영화를 만들다니...정말 기술이 대단하세요..,Negativa
15560,42050,안드레이의 순수한 사랑과 오해가 슬프다.,Positiva
15561,24967,완전 강추입니다.. 정말 영화 감동이고 느낀점도 많았어요. 꼭 보셔요!,Positiva
15562,145170,섹스 아닌 진실된 사랑만 있었다면 참으로 멋졌을 듯 하다.,Negativa
15563,67387,평점 안주는데.. 이건 10점,Positiva
15564,84073,세월이 지나도 변하지않는 가치란 이런것,Positiva
15565,131726,배우들에게 별하나; 참 멀본건지 기분 찝찝;,Negativa
15566,35012,굿,Positiva
15567,167388,포스트 제목과 뒷모습에 완전히 넘어갔다...영화는 맞나? 역대 손에 꼽을만한 최고의 ...,Negativa
15568,44477,려원짱♥,Positiva
15569,96433,엔딩크레딧에 홍련의화살 편곡((?) 된건가 그거 듣기 좋네요ㅎㅎㅎ 내용은 짜깁기 한거라ㅠㅠ,Positiva
15570,28764,초반에는 지루하지만 결말과 라스트씬에 너무강렬하고 감동적인 슬픈장면때문에 인상적인 영화.,Positiva
15571,129315,애드리언 잘보면 스눕독 같애,Negativa
15572,158342,화딱지남저비서기지배는언제쯤밝혀지나요무슨위조가저렇게쉬운건지요주말밤마다열불터지는울엄마유유,Negativa
15573,62118,브라이언 드 팔마의 명품 갱스터 액숀!,Positiva
15574,188574,이렇게 적극적으로 자기 영화를 망치는 감독은 처음 봤네요. 뭐하자는거죠?,Negativa
15575,89670,그냥 한마디로 잘만들었다...,Positiva
15576,195153,보다 말았다,Negativa
15577,184293,유(有)에서 무(無)로 창조해내는 것 같은 서사.,Negativa
15578,5821,조미 넘 이뻐 ㅋ,Positiva
15579,166255,진심 0점주는건 없나,Negativa
15580,192212,별로 재미없게 봣어요,Negativa
15581,157711,보지마세 요쓰레기 시간아까움,Negativa
15582,88944,어디론가 다녀온 듯한 여운,Positiva
15583,121985,제 3의 길... 식상하다.,Negativa
15584,44615,송승헌님 최고최고~~~연기굿~~~!,Positiva
15585,107383,소재는 좋았는데 내용은 흥미롭지 않다,Negativa
15586,174182,이건 쫌 ㅋㅋ,Negativa
15587,71813,많이들 보실 수 있기를. 강추합니다,Positiva
15588,195437,실패로 끝난 예술과 잔혹함의 공존. 1인칭 시점 연출도 실패.,Negativa
15589,105521,불쌍해 보여서 1점 더줄게요....,Negativa
15590,172567,아 짜증나 열심히 만든것같은데 ? 보는게 괴롭네,Negativa
15591,140357,영화보다 포스터가 더 인상적. 케이지(-1),Negativa
15592,77764,좋았다.,Positiva
15593,193991,우리가 영국산 러브액츄얼리에 길들여져 있는 이유때문일까? 난 왜이리도 손발이 오그라드는 것일까.,Negativa
15594,35888,8점대 가뭐냐 너무낮다,Positiva
15595,120949,머냐? 짱나 차라리 완전 벗던지,Negativa
15596,150822,아무리 좋은 영화도 취향이 다르다면 어쩔 수 없지.. 하나같이 음침한 퀴어영화들..,Negativa
15597,174460,B급 수준도 안되는 쓰레기영화 극장개봉 말도안됨 비디오로 보는것도 돈아깝다,Negativa
15598,162770,앵간하면 안남기는데..니아 발다로스 좋아하시는 분만 보세요..개인적으로 전 별로..,Negativa
15599,142472,시작부터 한국을 비하하고 시작하는건 조금 짜증나네요--,Negativa
15600,43914,지루하지않고재밌네ㅋㅋ 보면서 몇번은빵빵터짐ㅋㅋㅋㅋ스펙타클한건 없지만 잔잔하게 웃기고 귀여운영화 ㅋ브리트니머피도 사랑스럽고 남주도 멋짐ㅎㅎ브리트니머피는 일찍 하늘로가서 참 아까운 배우다ㅜㅜ,Positiva
15601,78454,넬 베드워스 사랑해요,Positiva
15602,61835,스릴이나 긴장감 없다고 이 영화를 깍아내리다니 참...,Positiva
15603,106880,영화가 꿈의 공장이긴 하지만 거짓말공장이진 않지요,Negativa
15604,29922,"[ 스토리 10, 비주얼 8, 연출 10, 연기 10 ] 반전 스릴러의 정점. 감독과 배우의 재능, 거기에 훌륭한 스토리까지.. 가장 강한 여운을 남긴 작품.",Positiva
15605,182403,1점도 아까운 쓰.레기 영화,Negativa
15606,579,난 잼있던데..~평점이 왜이리 낮지..?ㅠ,Positiva
15607,49804,아하자카파카타타라아,Positiva
15608,186609,2글자로표현해준다 노잼,Negativa
15609,6006,발리우드 중 감히 최고라고 해도 과언이 아닌거같아요ㅋㅋㅋ 샤룩님의 연기와 여신미모의 여주인공이 관건!!둘이 춤추는거 너무 재밌어요..ㅋ살짝살짝 나오는 인도의 문화도 볼겸 로맨틱 코미디 영화임.노래 정말 좋음!!,Positiva
15610,54257,또라이는 곁에두면 안된다.,Positiva
15611,144809,보면서 이상하다 했더니 리뷰에 있네요.. 일본우익애들이 만든것 같은 만화.. 성우들 손발 오그라 들어서 힘드셨을거 같네요..,Negativa
15612,133970,최악의 영화 아 미친 골초 영화임,Negativa
15613,153822,억지반전....억지.....ㅋㅋㅋㅋ 어처구니 없는 영화다,Negativa
15614,31022,나에게는 추억이 있는 영화,Positiva
15615,97652,좋아요.,Positiva
15616,142142,액션신은 위의 예고편에 살짝 비친 것이 99.9%... 음음뭔가 3대째 대원들이 이전 대원들과 거의 비슷하게 대칭해놓은 부분에서 신선함이 많이 결여 되네요...,Negativa
15617,19413,"오늘 텔레비젼에서 또 하는데, 또 봐도 또 봐도 질리질 않네....",Positiva
15618,77519,진짜 재밌어요..!! 오랜만에 보는 좋은 영화 상영하는데가 많지 않은게 너무 아쉬워요ㅠㅠ,Positiva
15619,58339,어릴적 봤지만 지금도 이게 한국껀지 의아했던 흥미있는 작품였음 재미도 있고 독특함,Positiva
15620,60482,김성태 의원이란 보석을 알게해준 프로..,Positiva
15621,1081,풍자 재밋다 ㅋㅋ 오랜만에 웃엇네,Positiva
15622,145676,두시간이 넘는 시간이 너무나 아까운 영화,Negativa
15623,80945,...정말 재밋었어요 니키타의 아름다운 사랑 이야기~ 너무 좋았습니다,Positiva
15624,64038,너무 안타까운 영화,Positiva
15625,83494,건재한 영화.,Positiva
15626,11332,꼭 볼께요,Positiva
15627,59895,최고. 추천영화.,Positiva
15628,33056,"산을 정복하고싶은 욕망, 경쟁 그리고 너무나도 아름다운 잔인함을 품은 대자연. 북쪽벽의 아름다운 파노라마와 인간으로서 너무나도 이해될수밖에 없는 산을 오르는이들의 내/외면의 갈등은 한편의 드라마가된다",Positiva
15629,113624,보는데 한계가느껴짐,Negativa
15630,114167,스토리 있는 에로영화.,Negativa
15631,138716,"솔직히 어제아이유편 실망했어요. 조성모편버금가게 모창능력자들이 오디션(?)봤다는데 저 조성모편하고 아이유편에서 1라운드에서 최종라운드까지 조성모,아이유다찾았어요.너무 쉬운것같아요 딱들어도 아이유아닌사람다티나고 실망했어요",Negativa
15632,93218,9점아래 있을 영화가 아니다. 장준환은 그냥 천재라고밖엔..,Positiva
15633,135518,이야 이건 1점주기도 아깝다 진짜스토리가 뭐 이따위지? 억지로 끼워 맞추는 식의 스토리같고이걸 개봉했다는거 자체가 더더욱 신기하다. 차라리 독립영화가 더 잘만들듯 싶다. 진짜 개노잼 오랜만에 여유있는 날이라서 봤는데 눈만 버림,Negativa
15634,124965,"떫고, 쓰다.",Negativa
15635,95922,"음악, 이야기구성, 결말 공포 다 괜찮은 영화. 서서히 조여드는 공포가 굿!",Positiva
15636,121343,유진이이뻐서 2개 헤헷,Negativa
15637,145669,잔인한 걸 좋아하는 나같은 마니아에겐 평작에도 못 미치는 졸작,Negativa
15638,176262,배우 연기 꽝 + 지루함 + 퀄리티 꽝 + 너무 답답한 전개 = 최악의 쓰레기,Negativa
15639,15730,"저도 엄청 어렸을때 봐서 몰랐었는데 드디어 알게됐네요,이영화였어ㅠㅠ",Positiva
15640,154403,힘들었다... 끝까지보느라 ㅡㅡ 끝까지보신분들 대단히 수고하셨습니다,Negativa
15641,105700,미개한 대만 영화. 영화는 영화일뿐...,Negativa
15642,14642,이 영화의 갑은 ost입니다. 들어보시면 못 빠져나오게 됩니다.,Positiva
